gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	CycloheximideControl_mean_psi	CycloheximideTDP43KD_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	seqid	strand	junctions_coords	exons_coords	ir_coords	ucsc_lsv_link
PPP1R9A	ENSG00000158528.12	ENSG00000158528.12:t:95286206-95286325	-0.0533;-0.0330;0.1124	2.082e-01;9.792e-02;5.864e-01	2.194e-01;3.622e-01;4.786e-02	0.4676;0.3827;0.1493	0.3928;0.3368;0.2780	t|1e1.1o1|1e2.1o2|1e2.2o2	3	3	0;0;0	chr7	+	95268707-95286206;95284216-95286206;95284330-95286206	95268550-95268707;95284018-95284330;95286206-95286325		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A95286325-95268550
GDPD5	ENSG00000158555.15	ENSG00000158555.15:s:75448977-75449122	-0.1800;0.1800	8.380e-01;8.380e-01	9.635e-03;9.635e-03	0.2535;0.7465	0.0349;0.9651	s|1e1.1o1|1e2.1o1	2	3	0;0	chr11	-	75448649-75448977;75444495-75448977	75444413-75444495;75448492-75448649;75448977-75449122		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A75449122-75444413
ZNF660	ENSG00000144792.9	ENSG00000144792.9:s:44586105-44586702	0.1603;-0.1603	7.780e-01;7.780e-01	1.548e-02;1.548e-02	0.0672;0.9328	0.2510;0.7490	s|1e1.1o1|1e2.1o1	2	3	0;0	chr3	+	44586213-44587130;44586213-44594014	44586105-44586702;44587130-44587250;44594014-44599694		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A44599694-44586105
MYH15	ENSG00000144821.10	ENSG00000144821.10:s:108408280-108408404	0.1694;-0.1694	7.790e-01;7.790e-01	1.461e-02;1.461e-02	0.0487;0.9513	0.2535;0.7465	s|1e1.1o1|1e2.1o1	2	3	1;0	chr3	-	108407618-108408280;108405453-108408280	na-108407618;108404919-108405453;108408280-108408404		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A108408404-108404919
MYH15	ENSG00000144821.10	ENSG00000144821.10:t:108441018-108441260	-0.1366;0.1366	5.904e-01;5.904e-01	3.519e-02;3.519e-02	0.9490;0.0510	0.7413;0.2587	t|1e1.1o1|1e2.1o1	2	3	0;1	chr3	-	108441260-108444640;108441260-108441383	108441018-108441260;108441383-na;108444640-108444895		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A108444895-108441018
TRPC1	ENSG00000144935.16	ENSG00000144935.16:s:142736379-142736533	0.1437;-0.1437	7.005e-01;7.005e-01	2.588e-02;2.588e-02	0.1702;0.8298	0.3334;0.6666	s|1e1.1o1|1e2.1o1	2	3	0;0	chr3	+	142736533-142743485;142736533-142748258	142736379-142736533;142743485-142743586;142748258-142748460		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A142748460-142736379
TRPC1	ENSG00000144935.16	ENSG00000144935.16:s:142792824-142792967	0.0683;-0.1080;0.0317	3.361e-01;4.823e-01;2.274e-01	1.126e-01;6.000e-02;1.862e-01	0.2704;0.4149;0.3312	0.3636;0.2534;0.3768	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;1;0	chr3	+	142792967-142793840;142792967-142796123;142792967-142802169	142792824-142792967;142793840-142793960;142796123-142796177;142802169-142802344		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A142802344-142792824
TRPC1	ENSG00000144935.16	ENSG00000144935.16:t:142791019-142791158	-0.1094;0.1094	5.344e-01;5.344e-01	5.884e-02;5.884e-02	0.2444;0.7556	0.0951;0.9049	t|1e1.1o1|1e2.1o1	2	3	1;0	chr3	+	142748460-142791019;142785040-142791019	142748258-142748460;142784704-142785287;142791019-142791158		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A142791158-142748258
TRPC1	ENSG00000144935.16	ENSG00000144935.16:t:142796123-142796177	-0.1689;0.1689	6.828e-01;6.828e-01	2.053e-02;2.053e-02	0.4748;0.5252	0.2663;0.7337	t|1e1.1o1|1e2.1o1	2	3	1;1	chr3	+	142792967-142796123;142793960-142796123	142792824-142792967;142793840-142793960;142796123-142796177		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A142796177-142792824
SRD5A1	ENSG00000145545.12	ENSG00000145545.12:s:6651842-6652008	0.2036;-0.2036	8.543e-01;8.543e-01	7.190e-03;7.190e-03	0.3474;0.6526	0.5709;0.4291	s|1e1.1o1|1e2.1o1	2	3	0;0	chr5	+	6652008-6653447;6652008-6656078	6651842-6652008;6653447-6653636;6656078-6656179		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A6656179-6651842
SRD5A1	ENSG00000145545.12	ENSG00000145545.12:t:6656078-6656179	0.0305;-0.1595;0.1067	6.786e-02;7.148e-01;4.951e-01	4.239e-01;2.114e-02;6.298e-02	0.0210;0.7178;0.2619	0.0724;0.5341;0.3882	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;1	chr5	+	6633869-6656078;6652008-6656078;6653636-6656078	6633427-6633869;6651842-6652008;6653447-6653636;6656078-6656179		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A6656179-6633427
PAM	ENSG00000145730.21	ENSG00000145730.21:s:102961158-102961229	0.1119;0.0120;-0.1144;-0.0000	6.061e-01;6.520e-04;6.365e-01;7.597e-21	3.163e-02;6.662e-01;2.518e-02;9.989e-01	0.6678;0.0924;0.2156;0.0236	0.7850;0.1069;0.0985;0.0094	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;1;0;1	chr5	+	102961229-102974116;102961229-102987518;102961229-102990272;102961229-103003033	102961158-102961229;102974116-102974837;102987518-102987571;102989771-102990401;103003033-103003149		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A103003149-102961158
PAM	ENSG00000145730.21	ENSG00000145730.21:s:103025131-103025334	0.1126;-0.1296;0.0050	5.854e-01;7.139e-01;1.316e-03	4.110e-02;2.064e-02;8.502e-01	0.3094;0.6281;0.0642	0.4263;0.4932;0.0772	s|1e1.1o2|1e1.2o2|1e2.1o1	3	3	0;0;0	chr5	+	103025334-103028182;103025334-103028185;103025334-103028887	103025131-103025334;103028182-103028238;103028887-103029730		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A103029730-103025131
DDX46	ENSG00000145833.16	ENSG00000145833.16:t:134790106-134790122	-0.1241;0.1241	5.810e-01;5.810e-01	4.388e-02;4.388e-02	0.7853;0.2147	0.6182;0.3818	t|1e1.1o1|1e2.1o1	2	3	0;1	chr5	+	134788591-134790106;134789264-134790106	134788495-134788591;134789212-134789264;134790106-134790122		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A134790122-134788495
TNIP1	ENSG00000145901.16	ENSG00000145901.16:s:151080880-151081084	-0.0000;-0.2008;0.2047	7.586e-21;9.439e-01;9.494e-01	1.000e+00;1.964e-03;1.698e-03	0.0043;0.7694;0.2247	0.0010;0.5605;0.4386	s|1e1.1o1|1e2.1o2|1e3.1o1	3	4	0;0;0	chr5	-	151080359-151080880;151065131-151080880;151063747-151080880	151063613-151063747;151064960-151065131;151080073-151080359;151080880-151081084		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A151081084-151063613
TNIP1	ENSG00000145901.16	ENSG00000145901.16:t:151063613-151063747	0.0000;0.1749;-0.1748	7.586e-21;8.844e-01;8.837e-01	1.000e+00;5.916e-03;5.991e-03	0.0009;0.1916;0.8075	0.0008;0.3750;0.6242	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr5	-	151063747-151087085;151063747-151080880;151063747-151064960	151063613-151063747;151064960-151065131;151080880-151081084;151087085-151087166		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A151087166-151063613
CDKAL1	ENSG00000145996.11	ENSG00000145996.11:t:21201110-21201274	-0.2362;0.2362	9.979e-01;9.979e-01	3.753e-06;3.753e-06	0.5989;0.4011	0.3539;0.6461	t|1e1.1o1|1e2.1o1	2	3	0;0	chr6	+	21198104-21201110;21200892-21201110	21198021-21198104;21200812-21200892;21201110-21201274		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A21201274-21198021
TRIM41	ENSG00000146063.20	ENSG00000146063.20:s:181232659-181232889	0.0000;-0.1820;0.1056;0.0335	7.062e-21;9.647e-01;5.631e-01;5.486e-02	9.982e-01;5.068e-05;3.582e-02;4.285e-01	0.0003;0.8580;0.0859;0.0560	0.0235;0.6782;0.1897;0.1068	s|1e1.2o2|1e2.1o1|1e3.1o2|i	4	4	1;0;0;0	chr5	+	181232889-181232966;181232889-181233413;181232889-181233636;181232890-181232919	181232659-181232889;181232920-181233061;181233409-181233524;181233636-181233763	181232890-181232919	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A181233763-181232659
TRIM41	ENSG00000146063.20	ENSG00000146063.20:t:181232920-181233061	0.1165;0.1221;-0.2728	6.156e-01;6.419e-01;9.975e-01	4.343e-02;3.893e-02;2.633e-05	0.0064;0.0064;0.9872	0.1506;0.1524;0.6985	t|1e1.1o1|2e2.1o1|i	3	3	1;1;0	chr5	+	181230839-181232920;181232889-181232966;181232890-181232919	181230744-181230839;181232659-181232889;181232920-181233061	181232890-181232919	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A181233061-181230744
TRIM41	ENSG00000146063.20	ENSG00000146063.20:t:181233409-181233524	-0.1058;0.0096;0.0579	5.649e-01;3.141e-05;1.259e-01	2.978e-02;7.423e-01;3.074e-01	0.9335;0.0048;0.0611	0.8225;0.0488;0.1315	t|1e1.1o1|1e2.1o1|i	3	3	0;1;0	chr5	+	181232889-181233413;181233061-181233413;181233062-181233408	181232659-181232889;181232920-181233061;181233409-181233524	181233062-181233408	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A181233524-181232659
TRIM41	ENSG00000146063.20	ENSG00000146063.20:t:181233636-181233763	0.1058;-0.1676;0.0000;0.0480	5.677e-01;9.070e-01;7.046e-21;1.222e-01	3.373e-02;1.496e-03;1.000e+00;3.145e-01	0.0826;0.8018;0.0095;0.1079	0.1874;0.6338;0.0111;0.1701	t|1e1.1o1|1e2.1o1|2e2.1o1|i	4	3	0;0;1;0	chr5	+	181232889-181233636;181233435-181233636;181233435-181233716;181233525-181233635	181232659-181232889;181233409-181233524;181233636-181233763	181233525-181233635	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A181233763-181232659
DOK3	ENSG00000146094.16	ENSG00000146094.16:s:177509166-177509657	-0.1154;0.1154	5.857e-01;5.857e-01	4.744e-02;4.744e-02	0.9591;0.0409	0.8307;0.1693	s|1e1.1o1|1e2.1o1	2	3	0;0	chr5	-	177508542-177509475;177505110-177509475	177505011-177505110;177508237-177508542;177509166-177509657		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A177509657-177505011
DOK3	ENSG00000146094.16	ENSG00000146094.16:t:177505011-177505110	0.1046;-0.2029;0.0726	5.221e-01;8.808e-01;3.418e-01	6.993e-02;6.242e-03;1.319e-01	0.0270;0.8093;0.1605	0.1462;0.5834;0.2645	t|1e1.1o1|1e2.1o1|i	3	3	0;0;1	chr5	-	177505110-177509475;177505110-177508237;177505111-177508236	177505011-177505110;177508237-177508542;177509166-177509657	177505111-177508236	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A177509657-177505011
TBC1D32	ENSG00000146350.14	ENSG00000146350.14:s:121126378-121126461	0.1509;0.0057;-0.1523	7.970e-01;6.858e-02;7.243e-01	1.250e-02;4.317e-01;2.212e-02	0.0198;0.1635;0.8167	0.1849;0.1865;0.6362	s|1e1.1o1|1e2.1o2|1e2.2o2	3	3	1;0;0	chr6	-	121121280-121126378;121115747-121126378;121115241-121126378	na-121121280;121115172-121115747;121126378-121126461		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A121126461-121115172
TBC1D32	ENSG00000146350.14	ENSG00000146350.14:s:121205075-121205163	-0.0005;-0.1309;0.1325	4.640e-04;6.152e-01;6.262e-01	9.709e-01;3.733e-02;3.594e-02	0.0098;0.9804;0.0098	0.0061;0.8173;0.1760	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr6	-	121192542-121205075;121170527-121205075;121161056-121205075	121160948-121161056;121170405-121170527;121192375-121192542;121205075-121205163		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A121205163-121160948
TBC1D32	ENSG00000146350.14	ENSG00000146350.14:s:121303617-121303761	-0.1043;0.1043	5.244e-01;5.244e-01	6.380e-02;6.380e-02	0.9720;0.0280	0.8393;0.1607	s|1e1.1o1|1e2.1o1	2	3	0;1	chr6	-	121299505-121303617;121294660-121303617	121294570-121294660;121299446-121299505;121303617-121303761		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A121303761-121294570
TBC1D32	ENSG00000146350.14	ENSG00000146350.14:t:121131627-121131752	0.1030;-0.1030	4.660e-01;4.660e-01	6.173e-02;6.173e-02	0.6806;0.3194	0.8182;0.1818	t|1e1.1o1|1e2.1o1	2	3	0;0	chr6	-	121131752-121160010;121131752-121139774	121131627-121131752;121139774-121139836;121160010-121160103		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A121160103-121131627
TBC1D32	ENSG00000146350.14	ENSG00000146350.14:t:121294570-121294660	0.1061;-0.1061	5.292e-01;5.292e-01	6.313e-02;6.313e-02	0.0336;0.9664	0.1641;0.8359	t|1e1.1o1|1e2.1o1	2	3	1;0	chr6	-	121294660-121303617;121294660-121299446	121294570-121294660;121299446-121299505;121303617-121303761		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A121303761-121294570
AIG1	ENSG00000146416.19	ENSG00000146416.19:s:143060853-143061066	0.1202;0.0006;-0.1110;-0.0058	6.490e-01;6.603e-08;5.872e-01;2.568e-05	3.582e-02;9.404e-01;4.878e-02;8.262e-01	0.1855;0.0263;0.7540;0.0396	0.3087;0.0322;0.6217;0.0270	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;1;0;0	chr6	+	143061066-143061214;143061066-143095929;143061066-143136835;143061066-143165082	143060853-143061066;143061214-143061606;143095929-143096069;143136835-143136990;143164944-143165183		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A143165183-143060853
AIG1	ENSG00000146416.19	ENSG00000146416.19:s:143164944-143165183	0.0000;-0.0000;0.0514;0.0300;-0.1045;0.0004	7.586e-21;7.586e-21;1.340e-01;2.584e-03;5.294e-01;9.717e-05	1.000e+00;1.000e+00;2.830e-01;5.620e-01;6.256e-02;7.124e-01	0.0003;0.0109;0.0384;0.0003;0.8958;0.0515	0.0004;0.0025;0.0997;0.0618;0.7875;0.0515	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o1|1e5.1o1	6	6	0;0;0;1;0;1	chr6	+	143165183-143186670;143165183-143187388;143165183-143187629;143165183-143270732;143165183-143284110;143165183-143333282	143164944-143165183;143186670-143186815;143187388-143190597;143270732-na;143284110-143284225;143333282-143333445		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A143333445-143164944
WASH2P	ENSG00000146556.14	ENSG00000146556.14:s:113588550-113588703	0.0035;0.0917;-0.0635;0.0769;-0.1641;0.0276;0.0158	6.824e-05;4.407e-01;1.576e-01;3.474e-01;8.177e-01;5.224e-02;4.762e-02	8.702e-01;8.996e-02;2.696e-01;1.247e-01;1.298e-02;4.468e-01;4.844e-01	0.0173;0.0349;0.0926;0.0313;0.6197;0.0496;0.1464	0.0365;0.1333;0.0005;0.1229;0.4433;0.0905;0.1750	s|1e1.1o1|1e2.1o4|1e2.2o4|1e2.3o4|1e2.4o4|1e3.1o1|i	7	4	1;1;1;1;0;1;1	chr2	+	113588703-113593143;113588703-113594288;113588703-113595050;113588703-113595060;113588703-113595063;113588703-113595369;113588704-113594175	113588550-113588703;113593143-na;113594176-113595161;113595369-113595515	113588704-113594175	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A113595515-113588550
WASH2P	ENSG00000146556.14	ENSG00000146556.14:s:113595693-113595909	0.2146;-0.2146	9.616e-01;9.616e-01	1.027e-03;1.027e-03	0.7227;0.2773	0.9482;0.0518	s|1e1.1o1|2e1.1o1	2	2	0;1	chr2	+	113595829-113596068;113595909-113596068	113595693-113595909;113596068-113596203		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A113596203-113595693
NCAPG2	ENSG00000146918.20	ENSG00000146918.20:s:158652293-158652480	-0.2243;0.2243	9.985e-01;9.985e-01	1.131e-07;1.132e-07	0.9220;0.0780	0.6928;0.3072	s|1e1.1o1|1e2.1o1	2	3	0;0	chr7	-	158650972-158652293;158646563-158652293	158646460-158646563;158650832-158650972;158652293-158652480		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A158652480-158646460
NCAPG2	ENSG00000146918.20	ENSG00000146918.20:t:158646460-158646563	0.0376;0.1835;-0.2104;-0.0210	3.108e-02;9.956e-01;9.826e-01;3.682e-03	4.650e-01;2.543e-06;1.752e-04;6.065e-01	0.0404;0.0591;0.8414;0.0574	0.0843;0.2500;0.6206;0.0389	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	1;0;0;1	chr7	-	158646563-158654595;158646563-158652293;158646563-158650832;158646563-158646904	158646460-158646563;158646904-158647017;158650832-158650972;158652293-158652480;158654595-158654789		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A158654789-158646460
CASK	ENSG00000147044.23	ENSG00000147044.23:s:41558196-41559847	-0.1493;0.1157;0.0250	7.736e-01;6.028e-01;8.214e-03	1.731e-02;4.403e-02;5.728e-01	0.8337;0.1299;0.0282	0.6729;0.2610;0.0631	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chrX	-	41557100-41559779;41555635-41559779;41553915-41559779	41553719-41553915;41555600-41556235;41557032-41557100;41558196-41559847		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A41559847-41553719
CASK	ENSG00000147044.23	ENSG00000147044.23:t:41555600-41556235	0.2232;-0.2232	9.067e-01;9.067e-01	3.734e-03;3.734e-03	0.2936;0.7064	0.5361;0.4639	t|1e1.1o1|1e2.1o1	2	3	0;0	chrX	-	41555635-41559779;41555635-41557032	41555600-41556235;41557032-41557100;41558196-41559847		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A41559847-41555600
TAF1	ENSG00000147133.17	ENSG00000147133.17:s:71423117-71423358	-0.2180;-0.0174;-0.0008;0.2547	9.809e-01;3.637e-05;7.327e-10;9.999e-01	3.080e-04;6.635e-01;9.746e-01;1.185e-10	0.9142;0.0523;0.0329;0.0018	0.6992;0.0190;0.0052;0.2748	s|1e1.1o2|1e1.2o2|2e1.1o2|3e1.1o2	4	2	0;0;0;1	chrX	+	71423239-71423974;71423239-71424017;71423264-71423974;71423358-71423974	71423117-71423358;71423921-71424066		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A71424066-71423117
TAF1	ENSG00000147133.17	ENSG00000147133.17:s:71460626-71460960	0.0000;-0.0605;0.1004;0.0000;0.0000;-0.0123	7.046e-21;2.250e-01;5.227e-01;7.046e-21;7.046e-21;7.281e-03	1.000e+00;2.060e-01;5.647e-02;1.000e+00;1.000e+00;6.746e-01	0.0131;0.8164;0.0845;0.0002;0.0002;0.0837	0.0069;0.7433;0.1884;0.0004;0.0044;0.0543	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|i	6	6	1;0;0;0;0;1	chrX	+	71460803-71463297;71460803-71463824;71460803-71466268;71460803-71484884;71460803-71528542;71460961-71463296	71460626-71460960;71463297-71463439;71463824-71464094;71466268-71466504;71484884-71484993;71528542-71528725	71460961-71463296	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A71528725-71460626
OGT	ENSG00000147162.14	ENSG00000147162.14:s:71554513-71554592	0.4931;-0.4931	1.000e+00;1.000e+00	1.807e-20;0.000e+00	0.5001;0.4999	0.9990;0.0010	s|1e1.1o1|1e2.1o2	2	3	0;0	chrX	+	71554592-71555190;71554592-71555954	71554513-71554592;71555190-71555385;71555813-71556094		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A71556094-71554513
OGT	ENSG00000147162.14	ENSG00000147162.14:t:71555813-71556094	-0.3797;0.3834;0.0000	1.000e+00;1.000e+00;7.586e-21	0.000e+00;2.177e-20;1.000e+00	0.3968;0.6008;0.0038	0.0005;0.9886;0.0110	t|1e1.1o1|1e2.1o1|2e2.1o1	3	3	0;0;1	chrX	+	71554592-71555954;71555385-71555954;71555385-71556012	71554513-71554592;71555190-71555385;71555813-71556094		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A71556094-71554513
FBXO25	ENSG00000147364.17	ENSG00000147364.17:s:431341-431444	0.1004;-0.1004	4.974e-01;4.974e-01	6.777e-02;6.777e-02	0.8640;0.1360	0.9876;0.0124	s|1e1.1o1|1e2.1o1	2	3	0;0	chr8	+	431444-432886;431444-435615	431341-431444;432886-432935;435448-435707		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A435707-431341
FBXO25	ENSG00000147364.17	ENSG00000147364.17:s:451269-451453	0.1472;-0.1472	8.432e-01;8.432e-01	5.114e-03;5.114e-03	0.7322;0.2678	0.8786;0.1214	s|1e1.1o1|i	2	2	0;1	chr8	+	451453-458369;451454-458368	451269-451453;458369-458551	451454-458368	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A458551-451269
SLC25A37	ENSG00000147454.14	ENSG00000147454.14:t:23568259-23568965	0.0013;0.0453;0.0424;0.0009;-0.0046;0.0078;-0.1374	7.871e-05;1.873e-01;1.799e-01;1.074e-04;7.390e-04;2.701e-03;6.793e-01	9.445e-01;2.460e-01;2.538e-01;8.919e-01;7.513e-01;7.312e-01;3.157e-02	0.0100;0.1819;0.1803;0.0271;0.0426;0.0288;0.5249	0.0265;0.2471;0.2421;0.0312;0.0272;0.0488;0.3622	t|1e1.1o1|2e1.1o1|2e2.1o4|2e2.2o4|2e2.3o4|2e2.4o4|i	7	3	0;0;0;1;0;0;0	chr8	+	23566336-23568259;23566336-23568322;23566813-23568322;23566913-23568322;23566940-23568322;23566965-23568322;23566966-23568258	23566108-23566385;23566683-23566965;23568259-23568965	23566966-23568258	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A23568965-23566108
NAPRT	ENSG00000147813.16	ENSG00000147813.16:t:143574986-143575093	-0.1727;0.0008;0.1573	7.391e-01;6.770e-05;6.889e-01	1.712e-02;9.698e-01;2.315e-02	0.5434;0.0042;0.4523	0.3280;0.0186;0.6531	t|1e1.1o1|1e2.1o2|1e2.2o2	3	3	1;0;0	chr8	-	143575093-143575423;143575093-143575230;143575093-143575191	143574986-143575093;143575191-143575415;143575423-143575525		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A143575525-143574986
IDNK	ENSG00000148057.16	ENSG00000148057.16:s:83623049-83623221	-0.0000;-0.0000;-0.3862;0.3864	5.407e-05;5.407e-05;9.425e-01;9.430e-01	9.919e-01;9.919e-01;1.146e-03;1.134e-03	0.0043;0.0043;0.6924;0.3000	0.0045;0.0045;0.2745;0.7160	s|1e1.1o1|2e2.1o2|2e2.2o2|2e3.1o1	4	4	0;0;0;0	chr9	+	83623204-83626442;83623221-83628007;83623221-83628181;83623221-83628873	83623049-83623221;83626442-83627044;83628007-83628211;83628873-83628959		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A83628959-83623049
IDNK	ENSG00000148057.16	ENSG00000148057.16:t:83628873-83628959	0.1254;-0.1254	5.456e-01;5.456e-01	4.282e-02;4.282e-02	0.3087;0.6913	0.5011;0.4989	t|1e1.2o2|1e2.1o1	2	3	0;0	chr9	+	83623221-83628873;83628211-83628873	83623049-83623221;83628007-83628211;83628873-83628959		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A83628959-83623049
MRRF	ENSG00000148187.18	ENSG00000148187.18:t:122270808-122271075	-0.1296;0.0353;0.0597;-0.0000;0.0002;0.0000	6.766e-01;1.002e-01;2.432e-01;7.046e-21;9.248e-08;4.891e-09	3.378e-02;3.521e-01;1.931e-01;1.000e+00;9.912e-01;9.994e-01	0.8495;0.0815;0.0495;0.0040;0.0051;0.0006	0.7107;0.1300;0.1268;0.0041;0.0207;0.0048	t|1e1.1o1|1e2.1o2|1e2.2o2|2e1.1o1|2e2.2o2|i	6	3	0;0;0;0;0;1	chr9	+	122264938-122270864;122265545-122270864;122265780-122270864;122264938-122270953;122265780-122270953;122265781-122270807	122264603-122264938;122265462-122265780;122270808-122271075	122265781-122270807	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A122271075-122264603
ASTN2	ENSG00000148219.18	ENSG00000148219.18:t:117096044-117096151	-0.1076;0.1076	5.733e-01;5.733e-01	3.369e-02;3.369e-02	0.4329;0.5671	0.3300;0.6700	t|1e1.1o1|1e2.1o1	2	3	0;0	chr9	-	117096151-117214358;117096151-117141326	117096044-117096151;117141326-117141478;117214358-117214742		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A117214742-117096044
CIZ1	ENSG00000148337.21	ENSG00000148337.21:s:128179037-128179415	0.0014;0.0000;0.0401;0.0800;-0.0028;-0.1179	4.663e-07;7.046e-21;2.261e-02;3.713e-01;3.739e-05;6.301e-01	9.443e-01;1.000e+00;4.684e-01;1.178e-01;8.968e-01;4.299e-02	0.0101;0.0004;0.0285;0.1813;0.0308;0.7496	0.0323;0.0004;0.0739;0.2744;0.0004;0.6198	s|1e2.2o2|2e1.3o3|3e1.1o3|3e1.3o3|4e1.2o3|i	6	3	0;0;1;0;1;0	chr9	-	128170035-128179373;128178904-128179244;128178988-128179073;128178904-128179073;128178952-128179037;128179010-128179036	128170020-128170107;128178709-128178988;128179037-128179415	128179010-128179036	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A128179415-128170020
CIZ1	ENSG00000148337.21	ENSG00000148337.21:t:128161251-128162947	0.0060;0.3240;-0.3648	1.704e-04;1.000e+00;1.000e+00	8.130e-01;1.974e-09;2.482e-11	0.0015;0.0484;0.9503	0.0377;0.3743;0.5926	t|1e1.1o1|1e2.1o1|i	3	3	1;0;1	chr9	-	128162947-128166759;128162947-128166257;128162948-128166063	128161251-128162947;128166064-128166406;128166621-128166997	128162948-128166063	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A128166997-128161251
