gene_name,gene_id,lsv_id,mean_dpsi_per_lsv_junction,probability_changing,probability_non_changing,ControlControl_mean_psi,ControlTDP43KD_mean_psi,lsv_type,num_junctions,num_exons,de_novo_junctions,seqid,strand,junctions_coords,exons_coords,ir_coords,ucsc_lsv_link
DCLK2,ENSG00000170390.16,ENSG00000170390.16:t:150256020-150257438,0.0001;-0.1122;0.0650;0.0109;0.0125,3.567e-07;5.734e-01;2.672e-01;2.074e-02;3.349e-02,9.968e-01;5.416e-02;1.803e-01;6.005e-01;5.417e-01,0.0040;0.7575;0.0799;0.0839;0.0716,0.0111;0.6321;0.1559;0.1021;0.0974,t|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|i,5,4,1;0;0;0;1,chr4,+,150249610-150256020;150249684-150256020;150253556-150256020;150254438-150256020;150254439-150256019,150249568-150249684;150253474-150253556;150254426-150254438;150256020-150257438,150254439-150256019,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A150257438-150249568
PFKFB3,ENSG00000170525.21,ENSG00000170525.21:t:6213623-6213748,0.2482;0.0000;0.0000;-0.2505,9.095e-01;6.222e-07;6.222e-07;9.131e-01,3.577e-03;9.994e-01;9.994e-01;3.385e-03,0.5181;0.0018;0.0018;0.4781,0.7895;0.0027;0.0027;0.2052,t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1,4,5,0;0;0;0,chr10,+,6145013-6213623;6146496-6213623;6164011-6213623;6203336-6213623,6144934-6145013;6146316-6146496;6163833-6164011;6202866-6203336;6213623-6213748,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A6213748-6144934
SMAGP,ENSG00000170545.17,ENSG00000170545.17:s:51269245-51269320,-0.1036;0.0064;0.0808,4.846e-01;1.081e-02;3.793e-01,7.577e-02;7.478e-01;1.084e-01,0.1548;0.0081;0.8381,0.0063;0.0288;0.9652,s|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;0,chr12,-,51253593-51269245;51251583-51269245;51246831-51269245,51246464-51246831;51251465-51251583;51253574-51253593;51269245-51269320,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A51269320-51246464
STAT2,ENSG00000170581.14,ENSG00000170581.14:s:56356132-56356285,0.1438;-0.1438,7.772e-01;7.772e-01,1.888e-02;1.888e-02,0.7584;0.2416,0.9085;0.0915,s|1e1.1o2|1e1.2o2,2,2,0;0,chr12,-,56355803-56356132;56355791-56356132,56355708-56355803;56356132-56356285,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A56356285-56355708
ACYP2,ENSG00000170634.13,ENSG00000170634.13:s:53973713-53973810,-0.0118;0.1250;-0.0000;-0.0724;-0.0035,1.406e-01;5.872e-01;4.292e-05;3.489e-01;5.703e-03,2.977e-01;4.473e-02;9.930e-01;9.879e-02;8.445e-01,0.1680;0.0418;0.0040;0.7528;0.0230,0.1208;0.2099;0.0038;0.6513;0.0038,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1,5,6,1;0;1;0;1,chr2,+,53973810-53973934;53973810-53975246;53973810-54013693;53973810-54050958;53973810-54135453,53973713-53973810;53973934-53974049;53975246-53975376;54013693-na;54050958-54051050;54135453-54135469,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A54135469-53973713
POLH,ENSG00000170734.12,ENSG00000170734.12:s:43587272-43587652,0.1230;-0.0097;-0.0531;-0.0026,6.682e-01;6.267e-04;1.797e-01;4.153e-05,3.146e-02;7.384e-01;2.465e-01;9.022e-01,0.8126;0.0442;0.1004;0.0331,0.9499;0.0076;0.0354;0.0074,s|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1,4,3,0;1;1;1,chr6,+,43587489-43597696;43587489-43600988;43587652-43597696;43587652-43600988,43587272-43587652;43597696-43597865;43600988-43601091,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A43601091-43587272
CHCHD7,ENSG00000170791.18,ENSG00000170791.18:s:56214598-56215578,-0.1580;0.1580,7.604e-01;7.604e-01,1.928e-02;1.928e-02,0.3231;0.6769,0.1433;0.8567,s|1e1.1o2|1e1.2o2,2,2,0;0,chr8,+,56214667-56216389;56214667-56216433,56214598-56215578;56216389-56216531,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A56216531-56214598
CHCHD7,ENSG00000170791.18,ENSG00000170791.18:t:56214598-56215578,-0.0582;0.0000;-0.0554;0.1371;0.0000,2.992e-01;3.635e-07;2.995e-01;6.252e-01;3.635e-07,1.258e-01;9.995e-01;1.435e-01;3.542e-02;9.995e-01,0.3878;0.0020;0.4685;0.1381;0.0020,0.3169;0.0022;0.3827;0.3090;0.0022,t|1e1.1o2|1e1.2o2|1e2.1o2|1e2.2o2|1e3.1o1,5,4,0;0;0;0;0,chr8,+,56211837-56214598;56212174-56214598;56212889-56214598;56212909-56214598;56214517-56214598,56211686-56212174;56212762-56213151;56214428-56214517;56214598-56215578,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A56215578-56211686
FOXN2,ENSG00000170802.16,ENSG00000170802.16:s:48314637-48315089,0.1444;-0.1031;-0.0001;-0.0040,7.740e-01;5.226e-01;6.333e-07;2.160e-04,1.829e-02;6.986e-02;9.927e-01;8.615e-01,0.1008;0.8397;0.0156;0.0329,0.2551;0.7256;0.0124;0.0077,s|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1,4,3,0;0;1;1,chr2,+,48314814-48328561;48314814-48346201;48315089-48328561;48315089-48346201,48314637-48315089;48328561-48328702;48346201-48346530,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A48346530-48314637
FOXN2,ENSG00000170802.16,ENSG00000170802.16:s:48328561-48328702,0.1074;-0.1074,5.424e-01;5.424e-01,6.250e-02;6.250e-02,0.0114;0.9886,0.1514;0.8486,s|1e1.1o1|1e2.1o1,2,3,1;0,chr2,+,48328702-48334494;48328702-48346201,48328561-48328702;48334494-48334678;48346201-48346530,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A48346530-48328561
KBTBD2,ENSG00000170852.11,ENSG00000170852.11:s:32879701-32879942,0.1062;-0.1062,5.438e-01;5.438e-01,6.439e-02;6.439e-02,0.1034;0.8966,0.2141;0.7859,s|1e1.1o2|i,2,2,0;0,chr7,-,32875157-32879701;32879673-32879700,32874522-32875157;32879701-32879942,32879673-32879700,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A32879942-32874522
KBTBD2,ENSG00000170852.11,ENSG00000170852.11:t:32879701-32879942,0.0000;-0.0000;0.0000;-0.1019;-0.0000;0.1095,7.062e-21;7.062e-21;7.062e-21;5.225e-01;7.062e-21;5.919e-01,1.000e+00;1.000e+00;1.000e+00;6.882e-02;1.000e+00;3.859e-02,0.0017;0.0114;0.0003;0.8560;0.0066;0.1230,0.0003;0.0072;0.0053;0.7466;0.0020;0.2359,t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1,6,7,0;0;0;0;0;1,chr7,-,32879942-32893835;32879942-32892492;32879942-32892089;32879942-32891536;32879942-32890977;32879942-32887977,32879701-32879942;32887977-32888095;32890977-32891153;32891536-32891760;32892089-32892144;32892492-32892733;32893835-32894131,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A32894131-32879701
KBTBD2,ENSG00000170852.11,ENSG00000170852.11:t:32887977-32888095,-0.1094;-0.0065;0.1433,4.960e-01;7.966e-03;6.203e-01,5.907e-02;7.643e-01;3.286e-02,0.8555;0.0337;0.0973,0.7049;0.0059;0.2887,t|1e1.1o1|1e2.1o1|2e1.1o1,3,3,1;1;1,chr7,-,32888095-32891536;32888095-32888632;32888091-32891536,32887977-32888095;32888632-na;32891536-32891760,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A32891760-32887977
TPT1-AS1,ENSG00000170919.16,ENSG00000170919.16:s:45378530-45378671,-0.1084;0.1084,5.316e-01;5.316e-01,5.958e-02;5.958e-02,0.8279;0.1721,0.6860;0.3140,s|1e1.1o1|1e2.2o2,2,3,0;0,chr13,+,45378671-45379195;45378671-45379926,45378530-45378671;45379195-45379335;45379489-45380001,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr13%3A45380001-45378530
TPT1-AS1,ENSG00000170919.16,ENSG00000170919.16:s:45379489-45380001,0.0196;-0.1061;-0.0038;0.0567,2.794e-02;5.261e-01;1.361e-01;2.727e-01,5.409e-01;6.548e-02;3.051e-01;1.552e-01,0.0151;0.2238;0.2160;0.5473,0.0549;0.0842;0.2215;0.6283,s|1e1.1o2|1e1.2o2|1e2.1o2|1e2.2o2,4,3,0;0;0;0,chr13,+,45380001-45381073;45380001-45381142;45380001-45383091;45380001-45383160,45379489-45380001;45381073-45381217;45382825-45383235,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr13%3A45383235-45379489
TPT1-AS1,ENSG00000170919.16,ENSG00000170919.16:t:45387585-45389747,-0.0000;-0.0000;-0.0988;0.1294;-0.0148,3.042e-08;3.042e-08;4.833e-01;6.066e-01;4.358e-02,9.999e-01;9.999e-01;6.891e-02;3.881e-02;4.994e-01,0.0017;0.0017;0.5629;0.3563;0.0821,0.0016;0.0016;0.4335;0.5244;0.0494,t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o2|i,5,4,0;0;0;0;1,chr13,+,45379335-45389735;45383169-45389735;45383235-45389735;45383838-45389735;45385016-45387584,45379195-45379335;45382825-45383235;45383760-45383843;45387585-45389747,45385016-45387584,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr13%3A45389747-45379195
ZNF415,ENSG00000170954.12,ENSG00000170954.12:s:53132749-53133077,0.0000;-0.0000;0.1280;-0.0030;0.0000;-0.0751;-0.0039;0.0000,6.654e-08;6.688e-07;5.732e-01;1.412e-03;6.654e-08;3.609e-01;7.508e-04;6.654e-08,9.999e-01;9.983e-01;4.259e-02;8.329e-01;9.999e-01;1.093e-01;8.612e-01;9.999e-01,0.0010;0.0081;0.4899;0.0339;0.0010;0.4261;0.0315;0.0010,0.0013;0.0013;0.6474;0.0114;0.0013;0.3267;0.0013;0.0013,s|1e1.1o1|1e2.2o2|1e3.1o1|1e4.1o2|1e4.2o2|2e3.1o1|2e4.1o2|2e4.2o2,8,5,0;0;0;0;0;0;0;0,chr19,-,53123906-53132856;53123655-53132856;53122743-53132856;53122616-53132856;53122612-53132856;53122743-53132749;53122616-53132749;53122612-53132749,53122404-53122616;53122662-53122743;53123501-53123708;53123793-53123906;53132749-53133077,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A53133077-53122404
ZNF415,ENSG00000170954.12,ENSG00000170954.12:t:53116105-53116433,0.1288;-0.1288,6.279e-01;6.279e-01,3.978e-02;3.978e-02,0.7435;0.2565,0.8872;0.1128,t|1e1.1o1|1e2.1o1,2,3,0;0,chr19,-,53116433-53122662;53116433-53122404,53116105-53116433;53122404-53122616;53122662-53122743,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A53122743-53116105
ZNF415,ENSG00000170954.12,ENSG00000170954.12:t:53122662-53122743,0.1032;-0.0883;0.0000;0.0000;-0.0066,4.756e-01;4.107e-01;1.106e-07;1.106e-07;1.709e-02,6.599e-02;8.712e-02;9.998e-01;9.998e-01;6.069e-01,0.4990;0.4325;0.0016;0.0016;0.0578,0.6262;0.3187;0.0020;0.0020;0.0346,t|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o1,5,5,0;0;0;0;0,chr19,-,53122743-53132856;53122743-53132749;53122743-53129579;53122743-53123793;53122743-53123501,53122662-53122743;53123501-53123708;53123793-53123906;53129579-53129709;53132749-53133077,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A53133077-53122662
HS6ST2,ENSG00000171004.18,ENSG00000171004.18:s:132956808-132957326,0.0000;0.0000;0.0814;0.0285;-0.1163,7.062e-21;7.062e-21;3.308e-01;4.853e-03;6.542e-01,1.000e+00;1.000e+00;1.392e-01;5.474e-01;3.129e-02,0.0002;0.0121;0.0946;0.0833;0.7967,0.0002;0.0131;0.1830;0.1237;0.6773,s|1e1.1o1|2e2.1o1|2e3.1o1|2e4.2o2|2e5.1o1,5,6,0;1;1;0;0,chrX,-,132808767-132956862;132804632-132956808;132758332-132956808;132708494-132956808;132629093-132956808,132628871-132629093;132708462-132708500;132758256-132758332;132804480-132804632;132808720-132808767;132956808-132957326,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A132957326-132628871
PYGO1,ENSG00000171016.13,ENSG00000171016.13:t:55548910-55548995,0.0195;-0.1812;0.1524,8.059e-02;8.149e-01;7.580e-01,4.037e-01;1.197e-02;2.091e-02,0.1194;0.8171;0.0538,0.1559;0.6209;0.2277,t|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;1,chr15,-,55548995-55588804;55548995-55587835;55548995-55587461,55548910-55548995;55587461-55587542;55587835-55588345;55588804-55588947,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A55588947-55548910
ALK,ENSG00000171094.18,ENSG00000171094.18:s:29531915-29532116,0.0186;0.0807;-0.1343,5.376e-03;3.336e-01;7.790e-01,6.150e-01;1.252e-01;1.208e-02,0.0086;0.0278;0.9657,0.0525;0.1145;0.8320,s|1e1.1o1|1e2.1o1|1e3.1o1,3,4,1;1;0,chr2,-,29492623-29531915;29480787-29531915;29383859-29531915,na-29480787;na-29492623;29383732-29383859;29531915-29532116,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A29532116-29383732
KYAT1,ENSG00000171097.14,ENSG00000171097.14:t:128845353-128845517,0.0002;-0.0935;0.0028;-0.1324;0.0140;0.2121,2.046e-05;4.288e-01;3.286e-02;6.157e-01;1.359e-02;8.862e-01,9.897e-01;1.032e-01;5.429e-01;3.854e-02;6.344e-01;5.568e-03,0.0012;0.1193;0.0930;0.5867;0.0086;0.1729,0.0109;0.0016;0.1048;0.4050;0.0499;0.4139,t|1e4.1o1|2e1.1o1|2e2.1o2|2e2.2o2|2e3.1o1|2e4.1o1,6,5,0;0;1;0;1;0,chr9,-,128845517-128846680;128845411-128882407;128845411-128881903;128845411-128881897;128845411-128847433;128845411-128846680,128845353-128845517;128846680-128846859;128847433-128847643;128881897-128882036;128882407-128882494,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A128882494-128845353
INSR,ENSG00000171105.14,ENSG00000171105.14:s:7170537-7170751,0.9563;-0.9596,1.000e+00;1.000e+00,1.905e-21;0.000e+00,0.0427;0.9573,0.9904;0.0096,s|1e1.1o1|1e2.1o1,2,3,1;0,chr19,-,7169831-7170537;7168094-7170537,na-7169831;7167968-7168094;7170537-7170751,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A7170751-7167968
MFN1,ENSG00000171109.19,ENSG00000171109.19:t:179391981-179394936,-0.1479;0.1479,7.461e-01;7.461e-01,2.276e-02;2.276e-02,0.9973;0.0027,0.8217;0.1783,t|1e2.1o1|2e1.1o1,2,3,0;1,chr3,+,179390138-179391981;179370642-179394648,na-179370642;179390004-179390138;179391981-179394936,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A179394936-179370632
TMEM126B,ENSG00000171204.13,ENSG00000171204.13:s:85629132-85629262,0.0156;-0.1331;0.0917,8.395e-02;5.967e-01;4.160e-01,3.977e-01;3.845e-02;7.815e-02,0.0952;0.3302;0.5765,0.1353;0.1480;0.7376,s|1e2.1o1|2e1.1o1|2e2.1o1,3,3,0;0;0,chr11,+,85629203-85631687;85629262-85631145;85629262-85631687,85629132-85629262;85631145-85631316;85631687-85631808,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A85631808-85629132
ZDHHC16,ENSG00000171307.19,ENSG00000171307.19:s:97446170-97446353,-0.0001;0.1208;-0.0978;0.0000,1.111e-08;6.417e-01;4.793e-01;1.376e-09,9.967e-01;3.945e-02;7.929e-02;9.985e-01,0.0192;0.1518;0.8147;0.0135,0.0007;0.2756;0.7107;0.0130,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1,4,5,0;0;0;0,chr10,+,97446353-97448190;97446353-97450357;97446353-97451671;97446353-97452415,97446170-97446353;97448190-97448350;97450357-97450536;97451671-97451918;97452415-97452503,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A97452503-97446170
PDE7B,ENSG00000171408.14,ENSG00000171408.14:t:136108731-136108814,-0.1552;0.1552,6.338e-01;6.338e-01,2.705e-02;2.705e-02,0.7627;0.2373,0.5264;0.4736,t|1e1.1o1|1e2.1o1,2,3,0;0,chr6,+,135947524-136108731;136038528-136108731,135947464-135947524;136038291-136038528;136108731-136108814,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A136108814-135947464
ZBTB26,ENSG00000171448.9,ENSG00000171448.9:t:122915566-122919944,-0.1260;0.1823;-0.0305,5.655e-01;7.253e-01;1.071e-01,4.297e-02;1.677e-02;3.502e-01,0.4130;0.4860;0.0928,0.2366;0.7124;0.0395,t|1e1.1o2|1e1.2o2|1e2.1o1,3,3,1;0;0,chr9,-,122919944-122931441;122919944-122931437;122919944-122931064,122915566-122919944;122931064-122931265;122931437-122931512,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A122931512-122915566
ASXL1,ENSG00000171456.20,ENSG00000171456.20:s:32429338-32429517,-0.2037;0.1803;0.0130,9.884e-01;9.445e-01;6.545e-03,6.938e-05;1.244e-03;6.264e-01,0.5084;0.3462;0.1377,0.2997;0.5339;0.1653,s|1e1.1o1|1e2.1o1|i,3,3,0;0;0,chr20,+,32429431-32429901;32429431-32431321;32429518-32429739,32429338-32429517;32429740-32430053;32431321-32431484,32429518-32429739,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A32431484-32429338
ASXL1,ENSG00000171456.20,ENSG00000171456.20:t:32431321-32431484,0.1001;-0.1090;0.0000,5.168e-01;5.787e-01;7.062e-21,6.848e-02;5.402e-02;1.000e+00,0.3875;0.6064;0.0074,0.4956;0.4891;0.0155,t|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;0,chr20,+,32429431-32431321;32430053-32431321;32431176-32431321,32429338-32429517;32429740-32430053;32430862-32431176;32431321-32431484,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A32431484-32429338
DLK2,ENSG00000171462.15,ENSG00000171462.15:t:43451940-43452084,0.0001;-0.1341;0.1245;-0.0005;0.0172,2.882e-05;5.603e-01;5.343e-01;1.514e-02;1.509e-01,9.949e-01;3.744e-02;4.104e-02;6.727e-01;2.760e-01,0.0030;0.6863;0.1713;0.0306;0.1076,0.0040;0.4800;0.3485;0.0292;0.1502,t|1e2.1o3|1e2.3o3|2e1.1o1|2e2.2o3|3e2.3o3,5,3,0;0;1;1;0,chr6,-,43452084-43453023;43452084-43453005;43451994-43453976;43451994-43453016;43451991-43453005,43451940-43452084;43453005-43453263;43453976-43454037,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A43454037-43451940
DLK2,ENSG00000171462.15,ENSG00000171462.15:t:43453005-43453263,0.1343;-0.1343,6.145e-01;6.145e-01,3.818e-02;3.818e-02,0.0306;0.9694,0.2030;0.7970,t|1e2.1o1|2e1.1o1,2,3,1;0,chr6,-,43453263-43453976;43453135-43454411,43453005-43453263;43453976-43454037;43454411-43454474,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A43454474-43453005
ZNF561,ENSG00000171469.11,ENSG00000171469.11:s:9617812-9618179,0.0229;0.0221;0.0099;0.0190;-0.1076,5.919e-03;4.094e-02;1.352e-02;4.932e-02;5.686e-01,5.681e-01;4.852e-01;6.622e-01;4.758e-01;3.985e-02,0.0359;0.1382;0.0696;0.5749;0.1752,0.0624;0.1746;0.0942;0.6113;0.0613,s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o1,5,5,0;0;0;0;0,chr19,-,9617768-9618091;9617758-9618091;9617226-9618091;9617171-9618091;9614103-9618091,9614021-9614280;9616977-9617171;9617202-9617411;9617621-9617768;9617812-9618179,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A9618179-9614021
ZNF561,ENSG00000171469.11,ENSG00000171469.11:t:9614021-9614280,-0.0924;0.0000;-0.0030;0.1059,4.278e-01;7.062e-21;1.741e-07;5.705e-01,9.984e-02;1.000e+00;8.849e-01;4.132e-02,0.1486;0.0024;0.0382;0.8092,0.0488;0.0061;0.0242;0.9161,t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2,4,4,0;1;0;0,chr19,-,9614103-9618091;9614103-9617621;9614103-9617049;9614103-9617045,9614021-9614280;9616977-9617171;9617621-9617768;9617812-9618179,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A9618179-9614021
MAP6,ENSG00000171533.12,ENSG00000171533.12:s:75607210-75607262,0.1251;-0.0971;-0.0035;0.0388;-0.0424,6.485e-01;4.677e-01;1.043e-03;1.319e-01;1.955e-01,3.821e-02;7.715e-02;7.459e-01;3.062e-01;2.373e-01,0.1073;0.4682;0.0391;0.0870;0.3136,0.2427;0.3348;0.0317;0.1463;0.2461,s|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1|i,5,3,1;1;1;1;1,chr11,-,75607094-75607215;75606004-75607215;75607094-75607210;75606004-75607210;75607095-75607209,75602634-75606004;75606987-75607094;75607210-75607262,75607095-75607209,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A75607262-75602634
ECEL1,ENSG00000171551.12,ENSG00000171551.12:t:232480718-232480813,-0.0700;0.1379;-0.0378,3.374e-01;7.370e-01;4.999e-02,1.222e-01;2.629e-02;4.281e-01,0.1317;0.7958;0.0686,0.0272;0.9659;0.0067,t|1e1.1o1|1e2.1o1|i,3,3,0;0;1,chr2,-,232480813-232481506;232480813-232481091;232480814-232481090,232480718-232480813;232481091-232481156;232481506-232481630,232480814-232481090,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A232481630-232480718
BCL2L1,ENSG00000171552.14,ENSG00000171552.14:t:31721655-31722348,0.0077;0.0143;0.0548;0.0000;-0.0202;0.0000;0.0116;-0.1016;0.0000;0.0000,7.618e-05;1.867e-02;2.185e-01;7.062e-21;2.988e-02;7.062e-21;5.093e-03;5.215e-01;7.062e-21;7.062e-21,6.887e-01;6.070e-01;2.145e-01;1.000e+00;5.335e-01;1.000e+00;6.580e-01;6.875e-02;1.000e+00;1.000e+00,0.0390;0.0578;0.2827;0.0018;0.1030;0.0034;0.1365;0.3698;0.0002;0.0002,0.0513;0.0888;0.3547;0.0002;0.0781;0.0066;0.1584;0.2565;0.0002;0.0079,t|1e1.1o3|1e1.3o3|1e2.1o1|1e3.2o3|2e1.1o3|2e1.2o3|2e1.3o3|2e2.1o1|2e3.1o3|2e3.3o3,10,4,0;0;0;0;0;0;0;0;0;1,chr20,-,31722348-31723864;31722348-31723735;31722348-31722618;31722348-31722444;31722330-31723864;31722330-31723848;31722330-31723735;31722330-31722618;31722330-31722477;31722330-31722417,31721655-31722348;31722417-31722597;31722618-31723529;31723735-31723989,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A31723989-31721655
ENC1,ENSG00000171617.15,ENSG00000171617.15:s:74640307-74640582,0.0000;0.0602;0.0419;-0.1227;0.0000,7.062e-21;1.840e-01;8.647e-02;6.750e-01;7.062e-21,1.000e+00;2.432e-01;3.640e-01;3.117e-02;1.000e+00,0.0005;0.0750;0.0561;0.8651;0.0005,0.0004;0.1437;0.1159;0.7420;0.0004,s|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1|1e3.1o1,5,4,0;0;0;0;0,chr5,-,74640125-74640307;74637701-74640307;74637618-74640307;74636498-74640307;74636362-74640307,74634684-74636362;74636474-74636498;74637494-74640125;74640307-74640582,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A74640582-74634684
ENC1,ENSG00000171617.15,ENSG00000171617.15:t:74636474-74636498,-0.1404;0.1246;0.0093,7.996e-01;7.083e-01;3.981e-03,1.420e-02;2.587e-02;7.041e-01,0.8609;0.0848;0.0562,0.7201;0.2139;0.0704,t|1e1.1o1|1e2.1o2|1e2.2o2,3,3,0;0;0,chr5,-,74636498-74640307;74636498-74637565;74636498-74637494,74636474-74636498;74637494-74640125;74640307-74640582,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A74640582-74636474
P2RY6,ENSG00000171631.16,ENSG00000171631.16:s:73272202-73273221,0.1304;-0.1304,6.107e-01;6.107e-01,3.972e-02;3.972e-02,0.2223;0.7777,0.4048;0.5952,s|1e1.1o1|1e2.1o1,2,3,0;0,chr11,+,73272466-73295730;73272466-73296485,73272202-73273221;73295730-73296045;73296485-73296540,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A73296540-73272202
BPTF,ENSG00000171634.18,ENSG00000171634.18:s:67874817-67875020,-0.2129;0.0717;0.0002;0.1202;-0.0000;0.0000,9.941e-01;2.970e-01;7.156e-21;6.761e-01;7.062e-21;7.062e-21,7.097e-06;1.619e-01;9.896e-01;2.078e-02;1.000e+00;1.000e+00,0.4964;0.3646;0.0225;0.1030;0.0148;0.0002,0.2860;0.4458;0.0303;0.2237;0.0136;0.0002,s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o2|1e3.2o2|1e4.1o1,6,5,0;0;1;0;1;1,chr17,+,67875020-67875556;67875020-67886128;67875020-67886131;67875020-67891844;67875020-67891847;67875020-67893370,67874817-67875020;67875556-67875744;67886128-67886316;67891452-67892034;67893221-67893678,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A67893678-67874817
BPTF,ENSG00000171634.18,ENSG00000171634.18:s:67975772-67975958,0.0063;0.0728;-0.1320;0.0309,2.711e-02;2.588e-01;7.045e-01;3.495e-02,5.606e-01;1.860e-01;2.790e-02;4.731e-01,0.1962;0.0121;0.7599;0.0293,0.2143;0.1047;0.6192;0.0701,s|1e1.1o1|1e2.1o2|1e2.2o2|i,4,3,0;0;0;1,chr17,+,67975958-67981436;67975958-67982133;67975958-67982252;67975959-67981435,67975772-67975958;67981436-67981762;67982133-67984378,67975959-67981435,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A67984378-67975772
BPTF,ENSG00000171634.18,ENSG00000171634.18:t:67886128-67886316,0.2073;-0.1914;0.0111;-0.0111,9.802e-01;9.696e-01;5.317e-05;1.182e-05,4.891e-04;6.002e-04;6.919e-01;7.187e-01,0.5072;0.4143;0.0310;0.0447,0.7158;0.2208;0.0486;0.0110,t|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1,4,3,0;0;1;1,chr17,+,67875020-67886128;67875744-67886128;67875020-67886131;67875744-67886131,67874817-67875020;67875556-67875744;67886128-67886316,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A67886316-67874817
